제품명,브랜드,link,분류,link2,원가,할인가,별점,리뷰수,용량,구성요소,이미지url
비건이펙트 클린 앤 글로우 LHA 발효 녹두 앰플 50ml,비건이펙트,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000172626&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=2&dispCatNo=1000001000100140001&trackingCd=Result_2#,에센스/세럼/앰플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000172626&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=2&dispCatNo=1000001000100140001&trackingCd=Result_2#,"24,000","20,520",4.7,(67건),50ml,"락토바실러스/녹두씨발효여과물, 다이프로필렌글라이콜, 부틸렌글라이콜, 1,2-헥산다이올, 정제수, 프로판다이올, 셀룰로오스검, 에틸헥실글리세린, 인도멀구슬나무잎추출물, 시트릭애씨드, 소듐시트레이트, 하이드롤라이즈드완두콩단백질, 녹두추출물, 인도멀구슬나무꽃추출물, 글리세린, 하이드롤라이즈드치자추출물, 하이드롤라이즈드맥아추출물, 하이드롤라이즈드삼색제비꽃추출물, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 카프릴로일살리실릭애씨드, 보리추출물",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017262607ko.jpg?l=ko
비건이펙트 클린 앤 글로우 수분초 크림 50g,비건이펙트,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171994&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=3&dispCatNo=1000001000100150001&trackingCd=Result_3#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171994&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=3&dispCatNo=1000001000100150001&trackingCd=Result_3#,"24,000","20,520",4.9,(55건),50g,"위버대나무줄기추출물, 글리세린, 프로판다이올, 하이드로제네이티드폴리데센, 1,2-헥산다이올, 정제수, 비닐다이메티콘, 세테아릴알코올, 부틸렌글라이콜, 폴리글리세릴-2스테아레이트, 글리세레스-26, 소듐폴리아크릴로일다이메틸타우레이트, 글리세릴스테아레이트, 스테아릴알코올, 카보머, 세테아릴글루코사이드, 바이오사카라이드검-1, 트로메타민, 메도우폼씨오일, 에틸헥실글리세린, 돌나물추출물, 트라이데세스-10, 하이드록시에틸셀룰로오스, 다이소듐이디티에이, 광곽향오일,인도멀구슬나무잎추출물, 밀추출물, 암모늄폴리아크릴로일다이메틸타우레이트, 인도멀구슬나무꽃추출물, 글루코오스, 보리싹추출물, 보리추출물",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017199408ko.jpg?l=ko
[비건파우더] 스킨푸드 미나리 스매싱 파우더 15ml,스킨푸드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000156042&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=4&dispCatNo=1000001000100140001&trackingCd=Result_4#,에센스/세럼/앰플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000156042&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=4&dispCatNo=1000001000100140001&trackingCd=Result_4#,"16,000","10,640",4.5,(346건),15ml,"에탄올, 미나리추출물(20 %), 정제수, 징크옥사이드, 티타늄디옥사이드, 글리세린, 티트리잎추출물, 나이아신아마이드, 병풀추출물, 살비아잎추출물, 마트리카리아추출물, 다이포타슘글리시리제이트, 살리실릭애씨드, 알란토인, 에틸헥실글리세린, 판테놀(0.1 %), 1,2-헥산다이올, 프로판다이올, 인도멀구슬나무잎추출물, 티트리잎오일, 올리브오일, 광곽향오일, 인도멀구슬나무꽃추출물, 포스포리피드, 라반딘오일, 살비아오일, 불가리스쑥오일, 오렌지껍질오일, 도금양열매추출물, 류코노스톡/무발효여과물, 판토테닉애씨드(5,000 ppb), 리모넨, 리날룰
",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015604202ko.jpg?l=ko
아워 비건 어성초 시카 크림 100ml,아워비건,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153727&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=5&dispCatNo=1000001000100150001&trackingCd=Result_5#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153727&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=5&dispCatNo=1000001000100150001&trackingCd=Result_5#,"28,000","23,800",4.6,(109건),100ml,"정제수, 부틸렌글라이콜, 약모밀추출물(어성초추출물, 5%), 카프릴릭/카프릭트라이글리세라이드, 글리세린, 다이카프릴릴카보네이트, 1,2-헥산다이올, 폴리글리세릴-3스테아레이트, 세테아릴올리베이트, 판테놀, 병풀추출물, 밤부사 불가리스수, 편백수, 자작나무수액, 베타인, 카프릴릴글라이콜, 하이드로제네이티드레시틴, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 소듐카보머, 하이드록시에틸셀룰로오스, 잔탄검, 다이소듐이디티에이",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015372706ko.jpg?l=ko
[비건/잡티케어] 스킨푸드 유자씨 잡티 맑음 세럼 50ml,스킨푸드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000172912&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=6&dispCatNo=1000001000100140001&trackingCd=Result_6#,에센스/세럼/앰플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000172912&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=6&dispCatNo=1000001000100140001&trackingCd=Result_6#,"27,000","17,960",4.7,(126건),50ml,"유자추출물(75 %), 정제수, 나이아신아마이드, 다이프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 소듐폴리아크릴로일다이메틸타우레이트, 피피지-13-데실테트라데세스-24, 부틸렌글라이콜, 소듐아스코빌포스페이트(1,500 ppm), 다이포타슘글리시리제이트, 알란토인, 카보머, 판테놀, 에틸헥실글리세린, 트로메타민, 베르가모트오일, 소듐파이테이트, 유자껍질추출물(100 ppm), 비타민나무열매추출물, 왕귤껍질오일, 소듐하이알루로네이트, 멕시칸주니퍼오일, 카라멜, 리모넨, 리날룰",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017291204ko.jpg?l=ko
아워 비건 어성초 98 시카 세럼 100ml,아워비건,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153723&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=7&dispCatNo=1000001000100140001&trackingCd=Result_7#,에센스/세럼/앰플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153723&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=7&dispCatNo=1000001000100140001&trackingCd=Result_7#,"20,000","17,000",4.6,(522건),100ml,"약모밀추출물(어성초추출물, 98%), 부틸렌글라이콜, 글리세린, 병풀추출물, 밤부사 불가리스수, 편백수, 자작나무수액, 스피룰리나 막시마추출물, 1,2-헥산다이올, 하이드록시아세토페논, 헥실렌글라이콜, 맥아추출물, 정제수, 다이포타슘글리시리제이트, 알지닌, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 카보머, 다이소듐이디티에이",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015372309ko.jpg?l=ko
아워 비건 어성초 시카 토너 400ml,아워비건,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153724&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=8&dispCatNo=1000001000100130001&trackingCd=Result_8#,스킨/토너,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153724&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=8&dispCatNo=1000001000100130001&trackingCd=Result_8#,"24,000","20,400",4.5,(78건),400ml,"정제수, 약모밀추출물(어성초추출물, 5%), 부틸렌글라이콜, 글리세레스-26, 글리세린, 병풀추출물, 밤부사 불가리스수, 편백수, 자작나무수액, 알란토인, 1,2-헥산다이올, 하이드록시아세토페논, 헥실렌글라이콜, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 맥아추출물, 알지닌, 다이포타슘글리시리제이트, 다이소듐이디티에이",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015372404ko.jpg?l=ko
보나쥬르 비건 그린티 워터크림 100ml,보나쥬르,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000162589&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=9&dispCatNo=1000001000100150001&trackingCd=Result_9#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000162589&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=9&dispCatNo=1000001000100150001&trackingCd=Result_9#,"16,000","13,680",4.8,(651건),100ml								,"정제수,부틸렌글라이콜,카프릴릭/카프릭트라이글리세라이드,녹차추출물,스쿠알란(식물성스쿠알란),나이아신아마이드,글리세린,다이카프릴릴카보네이트,소듐하이알루로네이트,폴리글루타믹애씨드,카퍼트라이펩타이드-1,에스에이치-폴리펩타이드-7,에스에이치-데카펩타이드-7,에스에이치-옥타펩타이드-4,에스에이치-올리고펩타이드-9,에스에이치-펜타펩타이드-19,글리세릴스테아레이트,바오밥나무씨오일,알란토인,다이포타슘글리시리제이트,판테놀,세테아릴알코올,1,2-헥산다이올,아데노신,카보머,알지닌,다이소듐이디티에이,프로판다이올,카프릴하이드록사믹애씨드,소듐폴리아크릴로일다이메틸타우레이트,다이카프릴릴에터,펜틸렌글라이콜,폴리글리세릴-10다이라우레이트,카프릴릴글라이콜,토코페롤",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016258917ko.jpg?l=ko
코스노리 비건 아보카도 아이크림 (본품30ml+15ml 증정),코스노리,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000160939&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=10&dispCatNo=1000001000100150002&trackingCd=Result_10#,아이크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000160939&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=10&dispCatNo=1000001000100150002&trackingCd=Result_10#,"20,000","17,000",4.8,(207건),30ml+15ml,"쌀추출물, 사이클로헥사실록세인, 글리세린, 하이드로제네이티드폴리데센, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 나이아신아마이드, 시어버터, 프로판다이올, 세틸알코올, 아보카도오일(10,000ppm), 퀸즈랜드넛오일, 다시마추출물, 한련초잎추출물, 병풀추출물, 무화과추출물, 황벽나무껍질추출물, 카카오씨추출물, 하이드로제네이티드레시틴, 폴리글리세릴-2스테아레이트, 폴리아크릴레이트-13, 글리세릴스테아레이트, 베헤닐알코올, 폴리글리세릴-10라우레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 소듐스테아로일글루타메이트, 스테아릴알코올, 폴리글리세릴-10미리스테이트, 세테아릴알코올, 하이드로제네이티드폴리아이소부텐, 글리세릴스테아레이트에스이, 잔탄검, 콜레스테롤, 에틸헥실팔미테이트, 아데노신, 프룩토올리고사카라이드, 솔비탄아이소스테아레이트, 정제수, 다이소듐이디티에이, 베타-글루칸, 세라마이드엔피, 하이드롤라이즈드하이알루로닉애씨드, 덱스트린, 피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트, 1,2-헥산다이올, 에틸헥실글리세린",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016093916ko.jpg?l=ko
쏘내추럴 비건 메이크업 캄 픽서 100ml,쏘내추럴,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000152600&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=11&dispCatNo=1000001000100100001&trackingCd=Result_11_30#,미스트/픽서,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000152600&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=11&dispCatNo=1000001000100100001&trackingCd=Result_11_30#,"22,000","14,630",4.6,(347건),100ml,"병풀추출물,에탄올,폴리에스터-5,트라이에틸시트레이트,정제수,연필향나무오일,피마자씨오일,접시꽃추출물,발삼코파이바수지,광곽향오일,향기제비꽃잎추출물,캐모마일꽃오일,약모밀추출물,노니열매추출물,노니씨오일,프로판다이올,폴리글리세릴-2올리에이트,부틸렌글라이콜,1,2-헥산다이올,다이포타슘글리시리제이트,소듐시트레이트,에틸헥실글리세린,시트릭애씨드,판테놀,글리세린,페녹시에탄올,소듐벤조에이트",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015260004ko.jpg?l=ko
클라뷰 리얼 비건 저분자 콜라겐 탄력 앰플 30ml,클라뷰,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176351&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=12&dispCatNo=1000001000100140001&trackingCd=Result_11_30#,에센스/세럼/앰플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176351&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=12&dispCatNo=1000001000100140001&trackingCd=Result_11_30#,"29,000","16,530",5.0,"(6,234건)",30ml,"정제수, 부틸렌글라이콜, 글리세린, 폴리글리세린-3, 1,2-헥산다이올, 나이아신아마이드, 메틸프로판다이올, 프로판다이올, 메도우폼씨오일, 마카다미아씨오일, 시어버터, 하이드롤라이즈드완두콩단백질, 소듐하이알루로네이트, 올리브오일, 수용성콜라겐, 판테놀, 스쿠알란, 하이드로제네이티드레시틴, 하이드로제네이티드폴리데센, 소듐폴리아크릴로일다이메틸타우레이트, 트라이아이소스테아린, C12-14알케스-12, 트로메타민, 세라마이드엔피, 폴리글리세릴-10라우레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 소듐폴리아크릴레이트, 에틸헥실글리세린, 아데노신, 하이드롤라이즈드익스텐신, 피토스테롤, 레시틴, 소듐아스코빌포스페이트, 베타-글루칸, 토코페롤, 펜틸렌글라이콜, 폴리쿼터늄-80, 소듐클로라이드, 카보머, 잔탄검",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017635108ko.jpg?l=ko
[대용량] 나인위시스 비건 하이드라 앰플 토너 500ml,나인위시스,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180913&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=13&dispCatNo=1000001000100130001&trackingCd=Result_11_30#,스킨/토너,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180913&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=13&dispCatNo=1000001000100130001&trackingCd=Result_11_30#,"26,000","16,380",4.8,(169건),500ml,"정제수, 미네랄워터, 글리세린, 1,2-헥산다이올, 부틸렌글라이콜, 아이소펜틸다이올, 베타인, 메틸프로판다이올, 판테놀, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 에틸헥실글리세린, 트로메타민, 다이소듐이디티에이, 풀루란, 프룩토올리고사카라이드, 소듐하이알루로네이트, 베타-글루칸, 말토덱스트린, 안젤리카뿌리추출물, 삼색제비꽃추출물, 매스틱검, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 글리세릴글루코사이드, 펜틸렌글라이콜, 흰목이버섯폴리사카라이드, 소듐아세틸레이티드하이알루로네이트",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018091310ko.jpg?l=ko
클라뷰 리얼 비건 저분자 콜라겐 탄력 크림 50ml,클라뷰,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176352&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=14&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176352&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=14&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,"31,000","17,670",5.0,"(2,194건)",50ml,"정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 비닐다이메티콘, 세틸에틸헥사노에이트, 나이아신아마이드, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 펜틸렌글라이콜, 사이클로헥사실록세인, 1,2-헥산다이올, 시어버터, 코코넛야자오일, 클로렐라 불가리스추출물, 하이드롤라이즈드완두콩단백질, 올리브오일, 백미꽃추출물, 접시꽃추출물, 글리세릴스테아레이트, 프로판다이올, 세테아릴올리베이트, 폴리메틸실세스퀴옥세인, 솔비탄올리베이트, 다이메티콘올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 트로메타민, 글루코오스, 하이드록시아세토페논, 부틸렌글라이콜, 프룩토올리고사카라이드, 프룩토오스, 판테놀, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 아데노신, 하이드로제네이티드레시틴, 소듐파이테이트, 하이드롤라이즈드익스텐신, 솔비탄아이소스테아레이트, 피토스테롤, 세라마이드엔피, 레시틴, 스쿠알란, 에틸헥실글리세린, 폴리쿼터늄-80, 소듐클로라이드, 세테아릴알코올, 베헤닐알코올, 카보머, 잔탄검",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017635207ko.jpg?l=ko
허블룸 콤부차 비건 콜라겐 크림 50ml,허블룸,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171615&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=15&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171615&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=15&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,"38,000","21,280",4.7,(133건),50ml,"*효모자일리눔/홍차발효물(40.53%), *오렌지수, *글리세린, 아르간커넬오일, 부틸렌글라이콜, 하이드로제네이티드식물성오일, 펜틸렌글라이콜, 세틸리시놀레이트, 코코-카프릴레이트/카프레이트, 세테아릴알코올, 폴리글리세릴-2스테아레이트, 프로판다이올, 정제수, 글리세릴스테아레이트, 하이드롤라이즈드식물성단백질, 수용성콜라겐, 세라마이드엔피, 스테아릴알코올, 해바라기씨오일, 토코페롤, 카프릴릴글라이콜, 글리세릴스테아레이트시트레이트, 글리세릴카프릴레이트, 소듐시트레이트, 광곽향오일, 잔탄검, 하이드로제네이티드올리브오일불검화물, 레시틴, 마그네슘스테아레이트, 아데노신, 로즈마리잎오일, 동백나무꽃추출물",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017161506ko.jpg?l=ko
