제품명,브랜드,link,분류,link2,원가,할인가,별점,리뷰수,용량,구성요소,이미지url
[화해 1위] 나인위시스 비건 화이트 톤업 크림 50ml 더블기획,나인위시스,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000191444&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=16&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000191444&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=16&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,"25,800","22,040",4.8,"(1,507건)",50ml * 2개,"해수,정제수,사이클로펜타실록세인,에칠헥실 메톡시신나메이트,사이클로헥사실록세인,페닐 트라이메티콘,부틸렌글라이콜,카프릴릭/카프 릭트라이글리세라이드,프로필렌글라이콜다이 카프릴레이트,세틸피이지/피피지-10/1다이메 티콘,티타늄디옥사이드,나이아신아마이드,피 이지-10다이메티콘,글리세린,폴리글리세릴-4 아이소스테아레이트,소듐클로라이드,1,2-헥산 다이올,카프릴릴글라이콜,금송뿌리추출물,호 호바씨오일,스페인감초뿌리추출물,펜틸렌글라 이콜,검은깨추출물,고삼뿌리추출물,라케모사 승마뿌리추출물,뽕나무껍질추출물,작약뿌리추 출물,진흙버섯추출물,참당귀뿌리추출물,하수 오뿌리추출물,황금추출물,루이보스추출물,소 듐하이알루로네이트,알란토인,에틸헥실글리세 린,아데노신,다이포타슘글리시리제이트,하이 알루로닉애씨드,하이드롤라이즈드소듐하이알 루로네이트,하이드롤라이즈드하이알루로닉애 씨드,하이드롤라이즈드글라이코사미노글리칸, 다이메틸실란올하이알루로네이트,소듐아세틸 레이티드하이알루로네이트,소듐하이알루로네 이트크로스폴리머,하이드록시프로필트라이모 늄하이알루로네이트,모하비유카뿌리추출물,몰 약수지추출물,소엽잎추출물",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0019/A00000019144406ko.jpg?l=ko
[화해 1위] 나인위시스 비건 화이트 톤업 크림 50ml,나인위시스,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185456&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=17&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185456&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=17&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,"22,000","15,010",4.8,"(1,466건)",50ml,"해수,정제수,사이클로펜타실록세인,에칠헥실 메톡시신나메이트,사이클로헥사실록세인,페닐 트라이메티콘,부틸렌글라이콜,카프릴릭/카프 릭트라이글리세라이드,프로필렌글라이콜다이 카프릴레이트,세틸피이지/피피지-10/1다이메 티콘,티타늄디옥사이드,나이아신아마이드,피 이지-10다이메티콘,글리세린,폴리글리세릴-4 아이소스테아레이트,소듐클로라이드,1,2-헥산 다이올,카프릴릴글라이콜,금송뿌리추출물,호 호바씨오일,스페인감초뿌리추출물,펜틸렌글라 이콜,검은깨추출물,고삼뿌리추출물,라케모사 승마뿌리추출물,뽕나무껍질추출물,작약뿌리추 출물,진흙버섯추출물,참당귀뿌리추출물,하수 오뿌리추출물,황금추출물,루이보스추출물,소 듐하이알루로네이트,알란토인,에틸헥실글리세 린,아데노신,다이포타슘글리시리제이트,하이 알루로닉애씨드,하이드롤라이즈드소듐하이알 루로네이트,하이드롤라이즈드하이알루로닉애 씨드,하이드롤라이즈드글라이코사미노글리칸, 다이메틸실란올하이알루로네이트,소듐아세틸 레이티드하이알루로네이트,소듐하이알루로네 이트크로스폴리머,하이드록시프로필트라이모 늄하이알루로네이트,모하비유카뿌리추출물,몰 약수지추출물,소엽잎추출물",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018545616ko.jpg?l=ko
[1+1/단독기획] 나인위시스 비건 하이드라 앰플 수딩 크림 50ml 더블기획,나인위시스,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180914&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=18&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180914&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=18&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,"28,000","17,640",4.9,"(1,251건)",50ml+50ml,"정제수, 부틸렌글라이콜, 글리세린, 미네랄워터, 1,2-헥산다이올, 다마스크장미꽃수, 카프릴릭/카프릭트라이글리세라이드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, 비닐다이메티콘, 소듐폴리아크릴레이트, 올리브오일, 하이드로제네이티드레시틴, 하이드로제네이티드폴리(C6-14올레핀), 베타인, 스쿠알란, 시어버터, 알란토인, 잔탄검, 폴리글리세릴-10올리에이트, 소듐하이알루로네이트, 풀루란, 프룩토올리고사카라이드, 카프릴릴/카프릴글루코사이드, 다이소듐이디티에이, 다이포타슘글리시리제이트, 안젤리카뿌리추출물, 콜레스테롤, 세라마이드엔피, 아세틸피토스핑고신, 삼색제비꽃추출물, 하이드롤라이즈드소듐하이알루로네이트, 베타-글루칸, 글리세릴글루코사이드, 말토덱스트린, 피토스핑고신, 매스틱검, 흰목이버섯폴리사카라이드, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 펜틸렌글라이콜, 소듐아세틸레이티드하이알루로네이트",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018091415ko.jpg?l=ko
"비얼라우 무화과,부활초 비건 올인원 200g+30g 기획",비얼라우,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000161279&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=19&dispCatNo=1000001000700070006&trackingCd=Result_11_30#,올인원,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000161279&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=19&dispCatNo=1000001000700070006&trackingCd=Result_11_30#,"32,000","16,000",5.0,(124건),200ml+30ml,"정제수, 글리세린, 부틸렌글라이콜, 트루로즈오브예리코추출물, 무화과추출물, 1,2-헥산다이올, 나이아신아마이드, 펜틸렌글라이콜, 아이리쉬모스추출물, 자일리틸글루코사이드, 사탕수수추출물, 자일리톨, 카카오씨추출물, 베르가모트오일, 바질오일, 병풀잎추출물, 베타인, 카프릴릭/카프릭트라이글리세라이드, 판테놀, 프로판다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 안하이드로자일리톨, 글리세릴스테아레이트, 트로메타민, 하이드로제네이티드레시틴, 실리카, 다이페닐다이메티콘, 트라이에틸헥사노인, 마데카소사이드, 에틸헥실글리세린, 아데노신, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 덱스트린, 소듐파이테이트, 다이프로필렌글라이콜, 아시아티코사이드, 카프릴릴/카프릴글루코사이드, 토코페롤, 세라마이드엔피, 잔탄검, 리모넨, 리날룰",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016127906ko.jpg?l=ko
[선물추천] 달바 시그니처 오리지널 & 프리미엄 비건 미스트 세럼 기프트 세트,달바,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165738&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=20&dispCatNo=1000001000100100001&trackingCd=Result_11_30#,미스트/픽서,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165738&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=20&dispCatNo=1000001000100100001&trackingCd=Result_11_30#,"55,000","35,900",4.9,(451건),100ml+60ml,"달바 화이트 트러플 퍼스트 스프레이 세럼 100ml: 정제수, 다이프로필렌글라이콜, 네오펜틸글라이콜다이헵타노에이트, 1,2-헥산다이올, 나이아신아마이드, 솔비톨, 하이드록시에틸우레아, 아보카도오일, 멕시칸치아씨추출물, 바질꽃/잎/줄기추출물, 베타인, 귀리커넬추출물, 부틸렌글라이콜, 흰서양송로추출물(0.174%), 글리세린, 해바라기씨오일, 토코페릴아세테이트, 다이소듐이디티에이, 다이포타슘글리시리제이트, 아데노신, 소듐팔미토일프롤린, 비피다발효용해물, 알바수련꽃추출물, 소듐하이알루로네이트, 에탄올, 돌콩오일, 스피드웰추출물, 황산앵초추출물, 페퍼민트잎추출물, 레몬밤잎추출물, 당아욱추출물, 레이디스맨틀추출물, 서양톱풀추출물, 사우수레아인볼루크라타추출물, 인삼추출물, 연꽃추출물, 뽕나무껍질추출물, 마돈나백합꽃추출물, 에델바이스추출물, 약모밀추출물, 프리지어추출물, 카보머, 데이지꽃추출물, 알지닌, 포타슘솔베이트, 아나토씨오일, 소듐하이드록사이드, 토코페롤, 향료, 부틸페닐메틸프로피오날, 리날룰, 헥실신남알, 리모넨


NEW 달바 화이트 트러플 퍼스트 아로마틱 스프레이 세럼 60ml: 다마스크장미꽃수(770,000ppm), 다이프로필렌글라이콜, 네오펜틸글라이콜다이헵타노에이트, 정제수, 글리세레스-26, 1,2-헥산다이올, 나이아신아마이드, 흰서양송로추출물(2,000ppm), 토코페롤, 하이드록시에틸우레아, 부틸렌글라이콜, 아보카도오일, 베타인, 글리세린, 판테놀, 해바라기씨오일, 솔비톨, 다이포타슘글리시리제이트, 다이소듐이디티에이, 토코페릴아세테이트, 아데노신, 비피다발효용해물, 동백나무씨오일, 오크라열매추출물, 마카다미아씨오일, 달맞이꽃오일, 올리브오일, 돌콩오일, 알지닌, 데이지꽃추출물, 카보머, 프리지어추출물, 약모밀추출물, 에델바이스추출물, 마돈나백합꽃추출물, 뽕나무껍질추출물, 연꽃꽃추출물, 바질꽃/잎/줄기추출물, 인삼추출물, 사우수레아인볼루크라타추출물, 마트리카리아꽃추출물, 히비스커스꽃추출물, 라벤더꽃추출물, 레몬밤잎추출물, 페퍼민트잎추출물, 애플민트잎추출물, 베르가못잎추출물, 프로방스장미꽃추출물, 로즈마리잎추출물, 살비아잎추출물, 꽃송이버섯추출물, 소듐팔미토일프롤린, 포타슘솔베이트, 귀리커넬추출물, 비타민나무열매오일, 하이드롤라이즈드하이알루로닉애씨드, 멕시칸치아씨추출물, 병풀추출물, 버지니아풍년화추출물, 쇠비름추출물, 황금추출물, 아나토씨오일, 알바수련꽃추출물, 향료, 헥실신남알, 리모넨, 리날룰, 시트로넬올",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016573821ko.jpg?l=ko
비욘드 엔젤아쿠아 보습장벽크림 150ml 1+1기획 (비건),비욘드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173180&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=21&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173180&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=21&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,"25,000","18,720",4.7,(612건),"[본품] 크림 150ml, [증정] 크림 150ml","[본품 / 증정]
정제수, 글리세린, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리데센, 판테놀, 펜타에리스리틸테트라에틸헥사노에이트, 글리세릴스테아레이트, 1,2-헥산다이올, 다이카프릴릴에터, 세테아릴알코올, 시어버터, 나이아신아마이드, 올리브오일, 알란토인, 트레할로오스, 병풀추출물, 녹차추출물, 호장근뿌리추출물, 황금추출물, 개똥쑥추출물, 님잎추출물, 전호추출물, 스페인감초뿌리추출물, 마데카소사이드, 포도덩굴수액, 토코페롤, 마트리카리아꽃추출물, 로즈마리잎추출물, 가시대나무수액, 자작나무수액, 하늘타리뿌리추출물, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 소듐하이알루로네이트, 수용성프로테오글리칸, 세테아릴올리베이트, 다이메티콘, 솔비탄올리베이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 스테아릭애씨드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 세틸알코올, 트로메타민, 수크로오스스테아레이트, 수크로오스트라이스테아레이트, 트라이소듐이디티에이, 폴리쿼터늄-51, 펜틸렌글라이콜, 에틸헥실글리세린",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017318014ko.jpg?l=ko
비욘드 엔젤아쿠아 수분 진정 토너 500ml (비건),비욘드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163510&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=22&dispCatNo=1000001000100130001&trackingCd=Result_11_30#,스킨/토너,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163510&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=22&dispCatNo=1000001000100130001&trackingCd=Result_11_30#,"19,000","9,900",4.8,"(1,588건)",500ml,"정제수, 다이프로필렌글라이콜, 부틸렌글라이콜, 1,2-헥산다이올, 프로판다이올, 폴리글리세릴-4카프레이트, 글리세린, 판테놀, 알란토인, 트레할로오스, 소듐하이알루로네이트, 마데카소사이드, 베타-글루칸, 하이드롤라이즈드하이알루로닉애씨드, 레몬껍질오일, 베르가모트오일, 오렌지껍질오일, 멕시칸주니퍼오일, 라임전초오일, 포도덩굴수액, 전호추출물, 병풀추출물, 가시대나무수액, 자작나무수액, 하늘타리뿌리추출물, 녹차추출물, 호장근뿌리추출물, 황금추출물, 개똥쑥추출물, 님잎추출물, 스페인감초뿌리추출물, 마트리카리아꽃추출물, 로즈마리잎추출물, 소듐폴리아크릴레이트, 소듐시트레이트, 시트릭애씨드, 트라이소듐이디티에이, 리모넨, 리날룰, 시트랄",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016351007ko.jpg?l=ko
비욘드 엔젤아쿠아 워터 에센스 인 로션 200ml (비건 에센스인로션),비욘드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173179&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=23&dispCatNo=1000001000100140001&trackingCd=Result_11_30#,에센스/세럼/앰플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173179&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=23&dispCatNo=1000001000100140001&trackingCd=Result_11_30#,"21,000","15,000",4.7,(467건),200ml,"정제수, 프로판다이올, 1,2-헥산다이올, 글리세린, 베타인, 다이카프릴릴에터, 다이카프릴릴카보네이트, 카프릴릭/카프릭트라이글리세라이드, 판테놀, 폴리메틸실세스퀴옥세인, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10올리에이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 부틸렌글라이콜, 트라이소듐이디티에이, 개똥쑥추출물, 님잎추출물, 녹차추출물, 펜틸렌글라이콜, 전호추출물, 마데카소사이드, 토코페롤, 하이드롤라이즈드소듐하이알루로네이트, 에틸헥실글리세린, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 포도덩굴수액, 소듐하이알루로네이트크로스폴리머, 가시대나무수액, 자작나무수액, 하늘타리뿌리추출물, 소듐하이알루로네이트, 수용성프로테오글리칸",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017317905ko.jpg?l=ko
비욘드 엔젤아쿠아 수분 진정 크림 150ml 1+1 기획 (비건),비욘드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163511&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=24&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163511&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=24&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,"25,000","18,720",4.8,"(3,196건)",150ml * 2ea,"정제수, 글리세린, 부틸렌글라이콜, 다이메티콘, 사이클로펜타실록세인, 1,2-헥산다이올, 나일론-12, 판테놀, 다이메티콘올, 소듐폴리아크릴레이트, 카보머, 트로메타민, 트레할로오스, 프로판다이올, 다이프로필렌글라이콜, 락토바실러스/콩발효추출물, 트라이소듐이디티에이, 말라카이트추출물, 효모/감자추출물발효여과물, 효모/보리씨발효여과물, 가시대나무수액, 자작나무수액, 하늘타리뿌리추출물, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 전호추출물, 마데카소사이드, 포도덩굴수액, 병풀추출물, 녹차추출물, 호장근뿌리추출물, 황금추출물, 개똥쑥추출물, 님잎추출물, 스페인감초뿌리추출물, 마트리카리아꽃추출물, 로즈마리잎추출물",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016351127ko.jpg?l=ko
"비얼라우 콤부차,레몬 비건 올인원 200g+30g 기획",비얼라우,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000161282&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=25&dispCatNo=1000001000700070006&trackingCd=Result_11_30#,올인원,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000161282&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=25&dispCatNo=1000001000700070006&trackingCd=Result_11_30#,"32,000","16,000",5.0,(232건),200ml+30ml,"정제수, 글리세린, 부틸렌글라이콜, 레몬추출물, 1,2-헥산다이올, 효모/자일리눔/홍차발효물, 나이아신아마이드, 베타인, 펜틸렌글라이콜, 클로렐라 불가리스추출물, 인도멀구슬나무꽃추출물, 홀리바질잎추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 오렌지껍질오일, 참산호말추출물, 필리핀오렌지껍질오일, 병풀잎추출물, 카프릴릭/카프릭트라이글리세라이드, 글루코오스, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴스테아레이트, 트라넥사믹애씨드, 하이드로제네이티드레시틴, 트로메타민, 프룩토올리고사카라이드, 프룩토오스, 판테놀, 다이페닐다이메티콘, 트라이에틸헥사노인, 에틸헥실글리세린, 아데노신, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 다이포타슘글리시리제이트, 마데카소사이드, 소듐파이테이트, 카프릴릴글라이콜, 아시아티코사이드, 다이프로필렌글라이콜, 토코페롤, 카프릴릴/카프릴글루코사이드, 세라마이드엔피, 잔탄검, 리모넨",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016128209ko.jpg?l=ko
